"S","2024-09-10","2025-01-09","308000","285000",848.00,2.00,1.00,"Apartment","181","Skyview Ranch","Manor","NE","4413"
"S","2024-09-12","2024-12-27","320000","302500",788.00,1.00,1.00,"Apartment","1108","6","Avenue","SW","506"
"S","2024-09-11","2025-01-09","219900","210000",507.00,1.00,1.00,"Apartment","1602","11","Avenue","SW","105"
"S","2024-10-03","2024-12-27","599000","573330",1172.00,2.00,2.00,"Apartment","530","12","Avenue","SW","605"
"S","2024-09-11","2024-12-12","274900","268000",606.00,1.00,1.00,"Apartment","805","4","Street","NE","102"
"S","2024-09-12","2024-11-29","450000","440000",1375.00,2.00,3.00,"Apartment","1732","9A","Street","SW","203"
"S","2024-09-12","2024-12-20","279900","269000",617.00,1.00,1.00,"Apartment","112","14","Avenue","SE","227"
"S","2024-09-11","2024-12-22","280000","273000",794.00,1.00,1.00,"Apartment","1053","10","Street","SW","312"
"S","2024-09-13","2025-01-12","292929","286800",971.00,2.00,2.00,"Apartment","6224","17","Avenue","SE","2200"
"S","2024-09-12","2025-01-29","774900","750000",1382.00,2.00,2.00,"Apartment","33","Burma Star","Road","SW","302"
"S","2024-09-12","2024-12-13","355000","345000",715.00,1.00,1.00,"Apartment","223","Tuscany Springs","Boulevard","NW","274"
"S","2024-09-09","2024-11-29","280000","270000",507.00,1.00,1.00,"Apartment","125","wolf hollow","Crescent","SE","107"
"S","2024-09-12","2024-12-06","375000","367500",792.00,2.00,2.00,"Apartment","40","Walgrove","Walk","SE","115"
"S","2024-09-13","2025-02-19","519900","507500",1011.00,2.00,2.00,"Apartment","8355","19","Avenue","SW","104"
"S","2024-09-14","2025-01-04","390000","383000",890.00,2.00,2.00,"Apartment","19661","40","Street","SE","412"
"S","2024-09-14","2024-12-27","374000","363000",1292.00,2.00,3.00,"Apartment","923","15","Avenue","SW","111"
"S","2024-09-15","2024-11-28","279900","269500",975.00,2.00,2.00,"Apartment","6635","25","Avenue","NE","1318"
"S","2024-09-14","2025-01-29","223000","202000",681.00,2.00,1.00,"Apartment","2508","17","Street","SW","309"
"S","2024-09-16","2024-12-19","255000","250000",573.00,1.00,1.00,"Apartment","16","Sage Hill","Terrace","NW","115"
"S","2024-09-17","2024-11-26","419900","415000",936.00,2.00,2.00,"Apartment","11","Mahogany","Row","SE","2302"
"S","2024-09-24","2025-02-27","399999","395000",780.00,2.00,2.00,"Apartment","560","6","Avenue","SE","603"
"S","2024-09-19","2024-11-27","349000","340000",796.00,2.00,2.00,"Apartment","450","Kincora Glen","Road","NW","2306"
"S","2024-09-16","2024-11-23","239900","229000",744.00,2.00,1.00,"Apartment","5000","Somervale","Court","SW","113"
"S","2024-09-18","2024-11-28","274900","267500",778.00,2.00,1.00,"Apartment","250","NEW BRIGHTON","Villas","SE","110"
"S","2024-09-16","2024-11-30","348800","334000",983.00,2.00,2.00,"Apartment","60","Panatella","Street","NW","1301"
"S","2024-09-19","2024-11-29","324900","315000",906.00,2.00,2.00,"Apartment","155","Skyview Ranch Way","","NE","5202"
"S","2024-09-21","2024-11-26","179900","180000",448.00,1.00,1.00,"Apartment","4127","Bow","Trail","SW","203"
"S","2025-01-08","2025-02-19","269900","262000",580.00,1.00,1.00,"Apartment","70","Panamount","Drive","NW","8316"
"S","2024-10-01","2025-03-10","285000","280000",931.00,2.00,1.00,"Apartment","616","15","Avenue","SW","203"
"S","2024-09-18","2024-12-01","449000","444500",897.00,2.00,2.00,"Apartment","211","13","Avenue","SE","803"
"S","2024-09-18","2024-11-30","439900","425000",644.00,1.00,1.00,"Apartment","122","Mahogany","Centre","SE","132"
"S","2024-10-08","2024-12-16","271800","257500",596.00,2.00,1.00,"Apartment","302","Skyview Ranch","Drive","NE","6212"
"S","2024-09-18","2025-02-06","379900","367500",1126.00,2.00,2.00,"Apartment","5201","Dalhousie","Drive","NW","210"
"S","2024-10-07","2024-12-06","519000","511000",986.00,2.00,2.00,"Apartment","1111","10","Street","SW","1504"
"S","2024-09-19","2025-01-21","385000","366700",677.00,2.00,2.00,"Apartment","2702","17th","","","203"
"S","2024-09-25","2024-12-20","275000","265000",603.00,1.00,1.00,"Apartment","215","Legacy","Boulevard","SE","2109"
"S","2024-10-16","2025-03-28","456700","444160",1164.10,2.00,2.00,"Apartment","804","3","Avenue","SW","1101"
"S","2024-09-20","2024-12-20","385000","375000",725.00,1.00,1.00,"Apartment","32","Varsity Estates","Circle","NW","906"
"S","2024-09-19","2024-12-21","499900","479000",835.00,2.00,2.00,"Apartment","1010","6","Street","SW","2002"
"S","2024-09-26","2025-03-19","1099000","1074000",1600.00,2.00,3.00,"Apartment","108","9","Avenue","SW","1605"
"S","2024-09-20","2024-11-23","399000","390000",974.00,2.00,2.00,"Apartment","100","Harvest Hills","Place","NE","201"
"S","2024-09-22","2024-12-05","289900","283000",662.00,1.00,1.00,"Apartment","24","Hemlock","Crescent","SW","1107"
"S","2024-09-20","2024-12-24","364999","355000",850.00,2.00,2.00,"Apartment","350","Livingston","Common","NE","2214"
"S","2024-09-23","2024-11-27","287000","285000",724.00,1.00,1.00,"Apartment","35","Richard","Court","SW","418"
"S","2024-09-20","2024-12-19","349500","322500",770.00,2.00,2.00,"Apartment","55","Spruce","Place","SW","1405"
"S","2024-10-01","2025-01-29","489000","466500",832.00,2.00,2.00,"Apartment","1188","3","Street","SE","2007"
"S","2024-09-20","2024-12-05","279900","275000",882.00,2.00,2.00,"Apartment","260","Shawville","Way","SE","317"
"S","2024-09-24","2025-02-07","424900","417500",1025.00,2.00,2.00,"Apartment","509","21","Avenue","SW","205"
"S","2024-10-06","2024-12-13","359900","355000",786.00,2.00,2.00,"Apartment","15","Sage Meadows","Landing","NW","6301"
"S","2024-09-23","2025-01-08","299900","293500",799.00,2.00,2.00,"Apartment","4","Sage Hill","Terrace","NW","122"
"S","2024-09-24","2024-12-10","328000","321500",792.00,2.00,1.00,"Apartment","360","Harvest Hills","Way","NE","111"
"S","2024-09-23","2025-05-28","279900","264500",805.00,2.00,2.00,"Apartment","4000","Somervale","Court","SW","217"
"S","2024-09-30","2024-12-20","239900","220000",505.00,1.00,1.00,"Apartment","308","24","Avenue","SW","202"
"S","2024-09-27","2025-04-12","289900","286750",845.00,2.00,2.00,"Apartment","6635","25","Avenue","NE","1214"
"S","2024-09-25","2024-12-18","375000","370000",658.00,2.00,1.00,"Apartment","1010","6","Street","SW","908"
"S","2024-09-28","2024-11-28","949900","910000",1501.00,1.00,2.00,"Apartment","108","9","Avenue","SW","1802"
"S","2024-09-26","2025-01-13","299999","290000",849.00,2.00,2.00,"Apartment","60","Panatella","Street","NW","4216"
